Name,Total,Usage,Lat,Lon
台北市敦化北路199巷,26,1,25.0565293,121.55102699999998
台北市敦化北路222巷18弄,3,0,25.0591891,121.5476966
台北市敦化北路222巷6弄,7,0,25.059038,121.54860410000003
台北市敦化北路238巷,8,0,25.0602397,121.54873980000002
台北市敦化北路244巷,15,0,25.0608542,121.54839609999999
台北市敦化北路244巷6弄,16,0,25.0599803,121.54907639999999
台北市敦化北路4巷25弄,15,1,25.0492357,121.54619079999998
台北市敦化南路1段295巷,13,1,25.0354362,121.5509591
台北市敦化南路2段11巷14弄,1,1,25.0323706,121.55014069999993
台北市敦化南路2段63巷,9,1,25.0309293,121.55044980000002
台北市敦化南路二段81巷,26,0.58,25.0299191,121.55020630000001
台北市敦南街,7,0.86,25.02185,121.54688149999993
台北市敦煌路,9,1,25.0763833,121.51304779999998
台北市敦煌路A,49,0.41,25.0763833,121.51304779999998
台北市敦煌路B（慶昌橋下）,83,0.25,25.0763338,121.51555439999993
台北市景文街,3,0.67,24.9911741,121.54129910000006
台北市景華街,96,0.39,24.9951273,121.54472469999996
台北市景華街128巷,15,0.47,24.9949178,121.54780690000007
台北市景華街97巷,14,0.29,24.996109,121.54603999999995
台北市景隆街,69,0,24.9994211,121.54220570000007
台北市景福街,118,0.04,24.9973621,121.5364902
台北市景興路,94,0.06,24.993088,121.54435719999992
台北市景興路282巷,4,0,24.9897603,121.54171539999993
台北市景興路46巷,21,0.19,24.9960618,121.54392419999999
台北市景豐街,8,0.12,25.0011696,121.54512739999996
台北市植福路,102,0.56,25.0839338,121.55853860000002
台北市植福路286巷,39,0.46,25.0815748,121.5598334
台北市渭水路,9,0.44,25.0456957,121.53407470000002
台北市渭水路3巷,13,1,25.0463964,121.53361789999997
台北市港華街,24,0.71,25.0830225,121.57513510000001
台北市港墘路,21,1,25.076853,121.57516950000002
台北市港墘路127巷,24,0.92,25.077747,121.57683650000001
台北市港墘路127巷6弄,11,0.82,25.07832,121.57688780000001
台北市港墘路221巷,43,1,25.0739589,121.57437479999999
台北市港墘路82巷,22,0.64,25.0810991,121.5768309
台北市湖口街,23,0.96,25.0331567,121.51485660000003
台北市無名巷,4,1,25.0556928,121.54482699999994
台北市華亭街,10,0.5,25.0528399,121.51320110000006
台北市華榮市場,68,0.81,25.0949094,121.52362599999992
台北市華齡街,65,0.85,25.0857725,121.5194133
台北市詔安街,34,0.65,25.0254679,121.51211280000007
台北市貴陽街一段,41,1,25.0387959,121.5124131
台北市貴陽街二段,52,0.83,25.0399855,121.50248039999997
台北市開封街一段A,16,1,25.0459918,121.51242669999999
台北市開封街二段,32,0.91,25.0465649,121.50702960000001
台北市陽光街,46,0.67,25.0749177,121.58203200000003
台北市陽光街252巷,10,1,25.0749177,121.58203200000003
台北市陽光街321巷,45,0.98,25.0716892,121.57820709999999
台北市陽光街345巷,4,0.5,25.0724786,121.57803590000003
台北市陽光街365巷,10,0.9,25.0719031,121.57721479999998
台北市雲和街,1,0,25.0234741,121.53003130000002
台北市園區街,43,1,25.0590731,121.61255340000002
台北市塔城街,12,1,25.0506667,121.51051819999998
台北市塔悠路,145,0.45,25.0581547,121.56927510000003
台北市塔悠路120巷,15,0.53,25.055309,121.56930139999997
台北市廈門街113巷,26,0.81,25.023359,121.51903489999995
台北市廈門街135巷,6,0.67,25.0221802,121.51822119999997
台北市愛國西路,9,1,25.0357289,121.5115773
台北市愛國東路,68,0.91,25.032472,121.52238950000003
台北市愛國東路79巷,11,0.91,25.0320431,121.5275183
台北市敬業一路,64,0.45,25.0819462,121.55256180000003
台北市敬業一路128巷,32,0.88,25.0833637,121.5532551
台北市敬業一路36巷,20,0.1,25.0810935,121.55354110000007
台北市敬業二路,71,0.49,25.0826688,121.55439230000002
台北市敬業二路69巷,18,0.67,25.0819377,121.55358509999996
台北市敬業三路177巷,10,0.2,25.0786766,121.55581640000003
台北市新中街,44,0.86,25.0595472,121.56043049999994
台北市新中街4巷,15,0.87,25.0576811,121.56113049999999
台北市新中街52巷B,22,0.73,25.0615262,121.56086000000005
台北市新中街6巷,10,0.8,25.0582885,121.5605448
台北市新民街,13,0.92,25.0559758,121.61196470000004
台北市新生北路2段133巷,6,0.67,25.0608527,121.52894609999998
台北市新生北路2段45巷,5,0.6,25.0556716,121.52885000000003
台北市新生北路2段62巷,3,1,25.0562001,121.52640109999993
台北市新生北路一段,14,1,25.0480642,121.52999219999992
台北市新生北路二段28巷,6,0,25.0538514,121.526385
台北市新生北路三段,25,0,25.0667285,121.5279888
台北市新生北路三段Y00,9,0.22,25.0667285,121.5279888
台北市新生北橋下C(二),50,0.56,25.06097,121.52766900000006
台北市新生北橋下C(三),33,0.61,25.06097,121.52766900000006
台北市新生北橋下D(一),221,0.62,25.06097,121.52766900000006
台北市新生南路1段143巷,17,0.94,25.0361953,121.53415999999993
台北市新生南路1段157巷,6,1,25.0349568,121.5351134
台北市新生南路2段46巷,4,1,25.0291114,121.53301379999994
台北市新生南路2段70巷,4,1,25.0276137,121.53375630000005
台北市新生南路3段54巷,4,1,25.0208747,121.53349159999993
台北市新生南路3段56巷,1,1,25.0204149,121.53351169999996
台北市新生南路3段76巷,7,1,25.0191658,121.53334749999999
台北市新生南路3段86巷,4,1,25.0188049,121.5326503
台北市新光路1段,32,0,24.9911876,121.57368559999998
台北市新明路,115,0.66,25.0567155,121.58395670000004
台北市新東街,37,0.78,25.0601907,121.56572159999996
台北市新東街11巷,16,0.62,25.058215,121.56601569999998
台北市新東街12巷,34,0.68,25.0578479,121.56770640000002
台北市新東街30巷,10,0.7,25.0594909,121.567137
台北市新東街3巷,8,1,25.0576187,121.56606669999996
台北市新東街51巷,24,0.38,25.0616197,121.5651848
台北市新湖1路128巷,37,0.81,25.0601967,121.57689929999992
台北市新湖1路36巷,17,0.71,25.0594367,121.57454929999994
台北市新湖一路,189,0.58,25.0606686,121.57985789999998
台北市新湖一路339巷,6,1,25.0631011,121.58424130000003
台北市新湖一路358巷,16,1,25.0632847,121.58238570000003
台北市新湖二路,120,0.52,25.0625661,121.57936999999993
台北市新湖二路146巷,15,1,25.0634625,121.5787345
台北市新湖二路191巷,18,1,25.0621837,121.57963889999996
台北市新湖二路250巷,13,0.92,25.0653084,121.58241780000003
台北市新湖二路282巷,28,0.18,25.0654904,121.58387370000003
台北市新湖二路295巷,13,0.69,25.0625661,121.57936999999993
台北市新湖三路,137,0.68,25.0644468,121.57858669999996
台北市新湖三路219巷,19,0.95,25.0651486,121.58103670000003
台北市溫州街,19,1,25.022605,121.53323260000002
台北市溫州街12巷,2,1,25.0257407,121.53229920000001
台北市溫州街16巷,4,1,25.0252903,121.53224560000001
台北市溫州街18巷,9,1,25.0247383,121.53244289999998
台北市溫州街20巷,2,1,25.0241678,121.53295649999995
台北市溫州街22巷,7,1,25.0236952,121.53230559999997
台北市溫州街46巷,9,1,25.0218015,121.53269599999999
台北市溫州街52巷,11,1,25.0209642,121.53259120000007
台北市溫州街58巷,7,1,25.0205444,121.53227349999997
台北市溫州街68巷,10,0.9,25.0201526,121.53236820000006
台北市溫州街74巷,4,1,25.0196848,121.53231729999993
台北市溫州街74巷3弄,3,1,25.019272,121.5322721
台北市溫州街74巷4弄,1,1,25.0199187,121.53234270000007
台北市溫州街74巷5弄,2,1,25.0195041,121.53202310000006
台北市瑞光路112巷,9,0.78,25.0713075,121.58005460000004
台北市瑞光路122巷41弄,3,1,25.071687,121.5798479
台北市瑞光路132巷,75,0.84,25.071893,121.57884309999997
台北市瑞光路188巷,4,1,25.0740875,121.57716389999996
台北市瑞光路258巷,15,1,25.0747436,121.57479860000001
台北市瑞光路26巷20弄,12,1,25.069723,121.5823057
台北市瑞光路316巷,18,0.33,25.0757695,121.57341240000005
台北市瑞光路358巷30弄,20,0.8,25.0763229,121.5727382
台北市瑞光路478巷18弄,4,1,25.0787172,121.56797899999992
台北市瑞光路66巷,15,1,25.0699614,121.58140550000007
台北市瑞光路76巷,32,0.66,25.0696309,121.57954459999996
台北市瑞光路76巷A,11,0.91,25.0696309,121.57954459999996
台北市瑞安街,33,0.91,25.0290214,121.54180559999998
台北市瑞安街142巷,11,0.82,25.0295686,121.54184310000005
台北市瑞安街208巷,17,0.88,25.0294674,121.54055549999998
台北市瑞安街208巷11弄,24,0.71,25.0287109,121.54074700000001
台北市瑞安街208巷58弄,21,0.81,25.029883,121.54025639999998
台北市瑞安街23巷,25,0.92,25.0310158,121.54485820000002
台北市瑞安街256巷,3,1,25.0273765,121.5387594
台北市瑞安街81巷,8,0.88,25.0278425,121.54109740000001
台北市瑞安街A,10,0,25.0290214,121.54180559999998
台北市瑞湖街,4,1,25.0712322,121.57640919999994
台北市瑞湖街178巷,13,1,25.0707233,121.57579800000008
台北市經貿二路62巷,34,0.88,25.0569405,121.6153577
台北市萬大路,17,0.71,25.0232664,121.49971890000006
台北市萬大路277巷33弄,7,0.29,25.0260089,121.50173089999998
台北市萬大路344巷,22,0.77,25.0240756,121.4988098
台北市萬大路423巷,7,1,25.0214031,121.50071060000005
台北市萬大路90巷,2,0,25.0302648,121.49974769999994
台北市萬全街,2,1,25.0584183,121.51796020000006
台北市萬青街,1,1,25.0232694,121.50154980000002
台北市萬美街1段,73,0.07,25.0019901,121.56662929999993
台北市葫蘆街,75,0.68,25.0816092,121.50833139999997
台北市裕民二路33巷,4,0.75,25.1153408,121.51722519999998
台北市裕民二路49巷,11,0.82,25.1147165,121.51694220000002
台北市試院路,52,0.02,24.9889111,121.5483044
台北市農安街,103,0.91,25.0648401,121.52943049999999
台北市農安街204巷,3,1,25.0642387,121.53621269999996
台北市嘉興街,28,0.61,25.0255912,121.55612450000001
台北市寧安街,6,0.83,25.0499804,121.5545687
台北市寧波西街,6,0.83,25.0295378,121.51421290000008
台北市寧波西街181巷,8,0.5,25.0264514,121.51013560000001
台北市寧波西街A,4,1,25.0295378,121.51421290000008
台北市寧波西街Y00,61,0.67,25.0295378,121.51421290000008
台北市寧波西街Z00,50,0.94,25.0295378,121.51421290000008
台北市寧波東街,4,1,25.0323689,121.51997529999994
台北市寧波東街9巷,4,1,25.0328344,121.51902059999998
台北市寧夏路A,12,1,25.0581409,121.51521409999998
台北市寧夏路B,15,0.8,25.0581409,121.51521409999998
台北市榮華一路,6,1,25.1123603,121.52433940000003
台北市福中公園,22,1,25.087873,121.51871400000005
台北市福州街,32,0.91,25.0279431,121.51716110000007
台北市福州街A,3,0,25.0279431,121.51716110000007
台北市福志路,139,0.37,25.0988999,121.52976839999997
台北市福林路254巷,37,0.22,25.0980242,121.53591269999993
台北市福港街,13,1,25.0872039,121.51784780000003
台北市福港街199巷,9,1,25.0872039,121.51784780000003
台北市福華路128巷,4,1,25.1030777,121.52366719999998
台北市福德街,58,0.24,25.0386935,121.58543989999998
台北市福德街310巷B,24,0.83,25.0405024,121.5872091
台北市福德街339巷,10,0.6,25.0386289,121.58897419999994
台北市福德街373巷,30,0.53,25.0395592,121.59128080000005
台北市福德街84巷,25,0.8,25.0383542,121.58093889999998
台北市艋舺大道,59,0.22,25.0326537,121.4980256
台北市艋舺大道120巷38弄,7,0.71,25.0318198,121.50156579999998
台北市銅山街,2,1,25.0397955,121.52733349999994
台北市銅山街11巷,2,0.5,25.040339,121.52685870000005
台北市劍潭路,21,0.62,25.0837291,121.52243410000005
台北市廣州街218巷,13,0.62,25.0363521,121.4970012
台北市廣州街4巷,9,0.56,25.0345803,121.50972490000004
台北市廣州街8巷,40,0.88,25.0344332,121.50825110000005
台北市廣州街A,51,0.86,25.0365385,121.50311550000004
台北市廣州街B,11,1,25.0365385,121.50311550000004
台北市德行西路,20,0.7,25.1048238,121.52226040000005
台北市德行東路,152,0.63,25.1092383,121.53271459999996
台北市德行東路104巷,3,0,25.1067477,121.52866889999996
台北市德行東路104巷5弄,2,0.5,25.1074145,121.52889219999997
台北市德行東路104巷9弄,1,1,25.1067806,121.52890430000002
台北市德行東路109巷,5,0.8,25.1099112,121.52858459999993
台北市德行東路132巷,2,0.5,25.107469,121.52924059999998
台北市德行東路132巷3弄,2,1,25.1075452,121.52973550000002
台北市德行東路132巷7弄,1,0,25.1069543,121.52970270000003
台北市德行東路190巷31弄,6,0.33,25.107624,121.53236229999993
台北市德行東路265巷,1,1,25.1105148,121.53498690000004
台北市德行東路331巷,21,0.43,25.1119814,121.53820900000005
台北市德行東路338巷,10,0,25.1110746,121.54537430000005
台北市德行東路365巷,14,0.14,25.1111546,121.53878510000004
台北市德行東路90巷33弄,4,1,25.1060586,121.52849170000002
台北市德昌街,15,0.47,25.0239599,121.49612520000005
台北市德昌街272巷,3,0.67,25.0233748,121.49193949999994
台北市德惠街,24,1,25.0666336,121.52798280000002
台北市德惠街170巷,2,0,25.0656558,121.53177219999998
台北市德惠街B,14,0.79,25.0666336,121.52798280000002
台北市慶城街,34,1,25.0550833,121.54669590000003
台北市撫順街,2,1,25.0635082,121.52017709999996
台北市撫順街41巷,51,0.65,25.0660705,121.51954209999997
台北市撫遠街,52,0.63,25.0631836,121.56600389999994
台北市撫遠街255巷,26,0,25.061124,121.56774859999996
台北市樂利路,31,0.97,25.0268521,121.55161270000008
台北市樂利路45巷,3,1,25.0267333,121.5520378
台北市樂業街,8,1,25.0211357,121.5517228
台北市樂群二路,122,0.37,25.0799768,121.55744300000003
台北市樂群二路265巷,31,0.77,25.0807395,121.56022159999998
台北市樂群二路266巷,42,0.38,25.0783712,121.56181179999999
台北市樂群二路30巷,22,0.32,25.0789635,121.55332850000002
台北市樂群三路,81,0.49,25.0826534,121.55620169999997
台北市樂群路2段116巷,7,0.14,24.9983706,121.44285059999993
台北市樟新街,16,0,24.9786601,121.5554032
台北市潮州街,21,0.76,25.0290012,121.52544020000005
台北市潮州街3巷,14,1,25.0306759,121.52076920000002
台北市鄭州路143巷,6,1,25.0510401,121.50987409999993
台北市興中路,41,0.63,25.05506,121.60737110000002
台北市興中路12巷,13,0.85,25.0549247,121.60665419999998
台北市興中路28巷,16,0.81,25.0555091,121.60679660000005
台北市興中路44巷,12,0.5,25.056006,121.6065049
台北市興中路56巷,4,1,25.0563729,121.60638640000002
台北市興安街Y00,2,1,25.0560902,121.54182650000007
台北市興安街Z00,77,0.96,25.0560902,121.54182650000007
台北市興東街,6,1,25.0560735,121.61179270000002
台北市興南街,67,0.34,25.0559068,121.60090749999995
台北市興華路,17,0.76,25.0559646,121.60579830000006
台北市興隆務三段192巷8弄,5,0,24.9974908,121.558311
台北市興隆路2段,46,0.43,25.0006408,121.549443
台北市興隆路2段154巷,10,0.5,25.0010322,121.55162700000005
台北市興隆路2段220巷,85,0.39,25.0000035,121.55200509999997
台北市興隆路2段244巷,43,0.53,25.0000873,121.55340669999998
台北市興隆路3段,70,0.33,24.9952766,121.55968519999999
台北市興隆路4段,89,0.17,24.9866234,121.56087520000005
台北市興隆路一段,69,0.3,25.0016878,121.54218289999994
台北市興順街,21,0.29,25.0012233,121.5450965
台北市興義街,37,0.84,25.0266532,121.49177689999999
台北市遼寧街128巷,15,0.93,25.053376,121.54114300000003
台北市遼寧街A,18,0.83,25.0524996,121.54206109999996
台北市錦州街A,8,0.62,25.0603308,121.53352419999999
台北市錦州街B,6,0.33,25.0603308,121.53352419999999
台北市錦州街C,62,0.95,25.0603308,121.53352419999999
台北市錦西街,57,0.93,25.0602313,121.51878979999992
台北市錦西街38巷,16,0.81,25.0602621,121.52034090000006
台北市錦西街53巷,27,0.78,25.0603647,121.51589639999997
台北市龍江路124巷,8,1,25.0538552,121.53972580000004
台北市龍江路132巷,8,1,25.0542373,121.53968770000006
台北市龍江路155巷,1,1,25.0542231,121.54130099999998
台北市龍江路229巷,12,0.92,25.0572192,121.54123600000003
台北市龍江路298巷,8,0.88,25.0618064,121.54019459999995
台北市龍江路345巷,22,1,25.0633855,121.54173209999999
台北市龍江路55巷,12,1,25.0495534,121.54135889999998
台北市龍江路A,22,0.91,25.0574947,121.54059610000002
台北市龍江路B,4,0.5,25.0574947,121.54059610000002
台北市龍江路C,21,1,25.0574947,121.54059610000002
台北市龍江路D,55,0.93,25.0574947,121.54059610000002
台北市龍泉街,21,0,25.0235291,121.52935950000006
台北市龍泉街93巷,15,0.87,25.0216372,121.52978889999997
台北市濟南路一段,111,0.63,25.0424802,121.52240389999997
台北市濟南路二段,34,0.74,25.0407174,121.52964040000006
台北市濱江街,30,0.2,25.0721434,121.54609490000007
台北市濱江橋下停車場,16,0.94,25.0722922,121.54159870000001
台北市環山路1段,104,0.54,25.0864153,121.56756189999999
台北市環山路1段24巷,33,0.58,25.084536,121.56451319999996
台北市環山路1段28巷,32,0.81,25.0854851,121.56466360000002
台北市環山路1段9巷,5,0,25.0829884,121.5663098
台北市環山路2段,92,0.73,25.085147,121.57427439999992
台北市環山路3段,85,0.36,25.0847098,121.58049200000005
台北市環河北路2段205巷,4,0,25.0692497,121.50965410000003
台北市環河北路3段,34,0.26,25.0845233,121.50643450000007
台北市環河北路3段,33,0.48,25.0845233,121.50643450000007
台北市環河南路2段100巷,5,1,25.0372408,121.49518379999995
台北市環河南路2段175巷,7,0,25.0324483,121.49263070000006
台北市環河南路2段250巷,4,1,25.0335889,121.49102619999996
台北市環河南路2段250巷25弄,2,0.5,25.0336145,121.49006830000008
台北市環河南路2段250巷3弄,3,0.33,25.0327132,121.49158299999999
台北市環河南路2段280巷,7,0.71,25.0328868,121.4901863
台北市環河南路二段A,65,0.63,25.0341019,121.49328400000002
台北市環河南路二段B,31,-99,25.0341019,121.49328400000002
台北市環河南路二段C,12,0.25,25.0341019,121.49328400000002
台北市環河南路三段,60,0.2,25.0210526,121.49238179999998
台北市環河南路橋下A,200,0.38,25.0475336,121.50596129999997
台北市環河南路橋下B,39,0.74,25.0508547,121.49268340000003
台北市環河南路橋下C,24,0.88,25.0508547,121.49268340000003
台北市磺溪街,18,0.44,25.1071967,121.52308800000003
台北市磺溪街55巷,69,0.78,25.1075244,121.52251160000003
台北市臨沂街,16,0.88,25.0389555,121.52943849999997
台北市臨沂街14巷,3,1,25.041193,121.52996840000003
台北市臨沂街71巷19弄,1,1,25.0361705,121.53055619999998
台北市歸綏街,33,0.79,25.0582216,121.51335749999998
台北市舊庄街1段,4,0.5,25.0396462,121.62068390000002
台北市舊宗路1段150巷,44,0.52,25.0617152,121.5753214
台北市舊宗路2段135巷,20,0.7,25.0698694,121.57563749999997
台北市舊宗路2段171巷,6,1,25.0712342,121.57580740000003
台北市舊宗路2段181巷,13,1,25.0718304,121.57540080000001
台北市雙和街,27,0.74,25.0278506,121.50197209999999
台北市雙城街,8,1,25.0656226,121.52428770000006
台北市雙園街107巷,3,0,25.0321032,121.49221119999993
台北市雙園街107巷B,8,0.38,25.0321032,121.49221119999993
台北市雙園街89巷,8,0.88,25.0318911,121.49256609999998
台北市懷寧街,28,0.96,25.0427573,121.51403019999998
台北市懷德街A,78,0.71,25.1128664,121.51957579999998
台北市羅斯福路3段269巷,4,1,25.0200002,121.53079619999994
台北市羅斯福路3段269巷51弄,1,1,25.0202748,121.53153650000002
台北市羅斯福路3段283巷,19,0.89,25.0197416,121.53175009999995
台北市羅斯福路3段283巷14弄,1,0,25.0183718,121.53219749999994
台北市羅斯福路3段283巷21弄,2,1,25.0200021,121.53110850000007
台北市羅斯福路3段283巷7弄,7,0.86,25.0186884,121.5312639
台北市羅斯福路3段283巷9弄,8,1,25.0189397,121.53124700000001
台北市羅斯福路4段113巷,43,0.91,25.0113026,121.53931050000006
台北市羅斯福路4段119巷,83,0.16,25.0098164,121.53935019999994
台北市羅斯福路6段142巷,47,0.3,24.9976014,121.53791619999993
台北市羅斯福路一段119巷,11,1,25.0303859,121.52143439999998
台北市羅斯福路四段90巷,6,0.9,25.0137708,121.53476769999997
台北市麗山街,32,0.66,25.0815402,121.58017940000002
台北市麗山街348巷,46,0.5,25.0820377,121.5735611
台北市麗山街37巷,34,0.79,25.0806109,121.58141019999994
台北市麗山街385巷,2,0.5,25.0822934,121.57258520000005
台北市麗山街B,16,0.62,25.0815402,121.58017940000002
台北市麗水街17巷,6,1,25.0292313,121.5291671
台北市麗水街33巷,24,0.67,25.0279814,121.52931699999999
台北市麗水街B,19,0.84,25.0301286,121.52854290000005
台北市寶慶路A,4,1,25.0412285,121.51109259999998
台北市寶興街,60,0.82,25.0251828,121.49470819999999
台北市寶興街140巷,4,1,25.0240156,121.49386129999993
台北市蘭州街A,4,1,25.0637502,121.51502400000004
台北市蘭州街B,6,0,25.0637502,121.51502400000004
台北市蘭雅公園,20,0.6,25.1097423,121.5298742