土地區段位置或建物區門牌,lng,lat
臺北市內湖區康寧路三段75巷211~240號,121.614003,25.077126
臺北市大安區泰順街33巷1~30號,121.531653,25.0260299
臺北市大安區仁愛路三段143巷1~30號,121.5331059,25.0384906
臺北市松山區八德路二段331~360號,121.5432525,25.0475222
臺北市松山區八德路四段601~630號,121.5742437,25.0500427
臺北市松山區南京東路五段291巷29弄1~30號,121.5573674,25.0518185
臺北市中山區北安路588巷31~60號,121.5500151,25.0810702
臺北市信義區松勇路31~60號,121.5700912,25.0368853
臺北市松山區南京東路五段250巷18弄31~60號,121.568084,25.050552
臺北市信義區吳興街600巷76弄61~90號,121.5704009,25.0177936
臺北市北投區大興街91~120號,121.5022934,25.1308613
臺北市中山區長安東路一段30巷3弄1~30號,121.522081,25.049818
臺北市大同區萬全街1~30號,121.5203491,25.058718
臺北市大同區萬全街1~30號,121.5203491,25.058718
臺北市大同區萬全街1~30號,121.5203491,25.058718
臺北市內湖區陽光街68巷61~90號,121.585999,25.0766566
臺北市內湖區民權東路六段90巷25弄31~60號,121.5871516,25.0671133
臺北市文山區木新路三段232巷7弄1~30號,121.5652421,24.9826247
臺北市文山區興隆路二段61巷1~30號,121.5455398,24.9990517
臺北市萬華區萬大路481~510號,121.4981059,25.0203058
臺北市大安區延吉街137巷1~30號,121.5546471,25.0420931
臺北市大安區敦化南路二段55巷1~30號,121.5492181,25.0330358
臺北市大安區忠孝東路四段211~240號,121.5520887,25.0416923
臺北市內湖區民權東路六段280巷155弄211~240號,121.6097857,25.0684851
臺北市內湖區陽光街285巷1~30號,121.5802473,25.0740502
臺北市內湖區康樂街186巷1弄1~30號,121.6204465,25.0762526
臺北市中山區松江路133巷31~60號,121.5331738,25.0474392
臺北市內湖區成功路四段331~360號,121.5992373,25.0844694
臺北市內湖區文湖街21巷61~90號,121.5628887,25.0868247
臺北市中山區中山北路三段31~60號,121.522573,25.0657089
臺北市內湖區內湖路二段361~390號,121.5922441,25.0837795
臺北市萬華區環河南路三段271~300號,121.493383,25.0192389
臺北市萬華區寶興街151~180號,121.49508,25.024373
臺北市萬華區中華路二段416巷1~30號,121.503617,25.026718
臺北市大同區承德路二段175巷1~30號,121.5188396,25.0534738
臺北市文山區樟新街56巷1~30號,121.5551272,24.9776989
臺北市文山區和平東路四段295巷61~90號,121.5731529,25.0017202
臺北市文山區辛亥路四段77巷92弄1~30號,121.5599032,25.008969
臺北市文山區木柵路三段85巷1~30號,121.567674,24.989071
臺北市信義區虎林街232巷1~30號,121.577446,25.036846
臺北市信義區崇德街91~120號,121.555211,25.0242137
臺北市內湖區江南街65巷1~30號,121.5776652,25.0773343
臺北市信義區永吉路321巷18弄1~30號,121.574757,25.044827
臺北市南港區重陽路125巷36弄1~30號,121.610562,25.06035
臺北市信義區松德路200巷1~30號,121.577835,25.039351
臺北市松山區新東街9巷1~30號,121.5658646,25.0579927
臺北市信義區虎林街50巷1~30號,121.576742,25.046779
臺北市松山區光復北路60巷1~30號,121.5580718,25.0484203
臺北市士林區中山北路七段190巷1~30號,121.5331661,25.1251025
臺北市士林區德行東路190巷1弄1~30號,121.5319395,25.106733
臺北市北投區公?路161巷1~30號,121.453269,25.1694558
臺北市北投區公?路161巷1~30號,121.453269,25.1694558
臺北市北投區三合街一段82巷31~60號,121.5046599,25.1282575
臺北市士林區中山北路七段38巷12弄1~30號,121.5318025,25.1197353
臺北市大安區潮州街121~150號,121.528116,25.0287049
臺北市大安區臥龍街301~330號,121.55974,25.0169789
臺北市大安區新生南路三段86巷1~30號,121.5345231,25.0251549
臺北市大安區忠孝東路四段216巷40弄1~30號,121.5440557,25.0418391
臺北市大安區敦化南路二段121~150號,121.548255,25.025329
臺北市北投區稻香路161巷1~30號,121.4890092,25.1422235
臺北市士林區德行東路240巷1~30號,121.5336196,25.1093784
臺北市士林區天母東路31~60號,121.5319856,25.1182213
臺北市北投區復興四路12巷1~30號,121.500401,25.141427
臺北市北投區永興路一段31~60號,121.5000162,25.139286
臺北市士林區葫蘆街54巷31~60號,121.5091768,25.0810211
臺北市北投區東華街一段400巷1~30號,121.5185339,25.1108609
臺北市士林區天母北路31~60號,121.5266031,25.1202139
臺北市士林區中社路二段31~60號,121.56308,25.1075709
臺北市士林區天母北路1~30號,121.526361,25.118868
臺北市北投區溫泉路91~120號,121.5073655,25.1356314
臺北市士林區美崙街86巷1~30號,121.5212267,25.0969171
臺北市北投區豐年路二段61~90號,121.4933201,25.1371401
臺北市信義區忠孝東路五段1~30號,121.581918,25.043939
臺北市信義區吳興街600巷91~120號,121.5608513,25.030587
臺北市信義區吳興街181~210號,121.5625233,25.0286437
臺北市南港區南港路二段151~180號,121.5956354,25.0544434
臺北市松山區撫遠街389巷31~60號,121.5670624,25.0651855
臺北市中山區新生北路三段56巷1~30號,121.5273555,25.0654686
臺北市信義區光復南路417巷211~240號,121.5602068,25.0368328
臺北市南港區松河街271~300號,121.5810019,25.052361
臺北市信義區基隆路一段35巷7弄1~30號,121.5705192,25.0480616
臺北市中正區和平西路二段16巷1~30號,121.5136406,25.0278432
臺北市文山區興隆路三段207巷13弄1~30號,121.561715,24.994935
臺北市文山區秀明路一段19巷5弄1~30號,121.563696,24.9899249
臺北市萬華區萬大路486巷59弄1~30號,121.4958985,25.0204597
臺北市萬華區萬大路486巷37弄1~30號,121.496321,25.019974
臺北市萬華區長順街48巷1~30號,121.489049,25.0318038
臺北市大同區民生西路211~240號,121.5163166,25.0572537
臺北市萬華區康定路91~120號,121.5020696,25.0397957
臺北市萬華區康定路91~120號,121.5020696,25.0397957
臺北市萬華區康定路91~120號,121.5020696,25.0397957
臺北市萬華區康定路91~120號,121.5020696,25.0397957
臺北市內湖區文德路208巷31~60號,121.5809304,25.0786867
臺北市內湖區江南街91~120號,121.577014,25.076926
臺北市中山區中山北路二段62巷1~30號,121.522842,25.0524875
臺北市中山區內湖路二段103巷31~60號,121.5797345,25.0789639
臺北市中山區中山北路二段26巷1~30號,121.522842,25.0524875
臺北市中山區雙城街3巷1~30號,121.5244641,25.0630116
臺北市中山區農安街31~60號,121.5248968,25.0650101
臺北市中山區林森北路361~390號,121.525506,25.0572808
臺北市內湖區內湖路一段47巷22弄1~30號,121.5592527,25.0880445
臺北市大安區仁愛路四段91巷1~30號,121.5440218,25.0382984
臺北市大安區敦化南路一段270巷1~30號,121.5476784,25.0387787
臺北市北投區明德路271~300號,121.5222782,25.1145719
臺北市文山區和興路44巷31~60號,121.5460288,24.9838764
臺北市中山區長安東路二段181~210號,121.5425493,25.048284
臺北市士林區福德路57巷25弄1~30號,121.5216846,25.0915476
臺北市信義區吳興街220巷73弄1~30號,121.560822,25.026218
臺北市松山區健康路391~420號,121.5687966,25.054497
臺北市士林區天母北路31~60號,121.5266031,25.1202139
臺北市北投區同德街31~60號,121.5285427,25.1244963
臺北市中山區復興北路402巷8弄1~30號,121.543753,25.061717
臺北市內湖區康寧路三段54巷1~30號,121.6087405,25.071675
臺北市大安區四維路192巷1~30號,121.5473494,25.0269948
臺北市中正區林森南路99巷2弄1~30號,121.5217943,25.0377066
臺北市中正區仁愛路二段65巷1弄1~30號,121.5256136,25.0385025
臺北市北投區立農街一段357巷1~30號,121.5081021,25.1197019
臺北市北投區中和街525巷6弄1~30號,121.4934267,25.1449495
臺北市北投區中山路1~30號,121.504888,25.137139
臺北市大安區溫州街16巷1~30號,121.533408,25.025297
臺北市大安區金山南路二段185巷1~30號,121.526634,25.028457
臺北市中山區朱崙街31~60號,121.5409333,25.0500866
臺北市中山區林森北路511~540號,121.5257455,25.0619756
臺北市內湖區康樂街186巷1~30號,121.6203077,25.0760699
臺北市中山區復興北路31~60號,121.544416,25.049515
臺北市中山區民權東路三段60巷1~30號,121.538864,25.063371
臺北市中山區林森北路107巷61~90號,121.5271009,25.0499592
臺北市中山區龍江路149巷1~30號,121.540523,25.0470691
臺北市內湖區金湖路121~150號,121.5984956,25.0802399
臺北市中山區長安東路二段151~180號,121.5412075,25.0482059
臺北市內湖區康寧路三段70巷61~90號,121.6098643,25.0682379
臺北市內湖區文德路22巷44弄1~30號,121.5801441,25.0769349
臺北市中山區林森北路107巷31~60號,121.526122,25.0502007
臺北市內湖區安康路434巷20弄1~30號,121.615505,25.0665728
臺北市內湖區內湖路三段72巷31~60號,121.591636,25.087184
臺北市內湖區文德路66巷34弄1~30號,121.5818969,25.0762701
臺北市大同區承德路三段211~240號,121.5186793,25.0700316
臺北市中正區中華路一段95巷1~30號,121.5106925,25.0475499
臺北市萬華區中華路二段364巷1~30號,121.5044408,25.0287765
臺北市中正區忠孝東路一段61~90號,121.5261734,25.0441937
臺北市中正區杭州南路一段77巷1~30號,121.5258924,25.0392397
臺北市萬華區萬大路486巷59弄1~30號,121.4958985,25.0204597
臺北市萬華區武成街63巷1~30號,121.494806,25.018754
臺北市文山區車前路1~30號,121.541157,24.991249
臺北市中正區廈門街131巷1~30號,121.5176494,25.0227804
臺北市中正區重慶南路三段151~180號,121.517084,25.0230019
臺北市文山區羅斯福路五段97巷1~30號,121.5392736,25.0055523
臺北市文山區車前路1~30號,121.541157,24.991249
臺北市文山區木柵路四段33巷1~30號,121.570977,24.993201
臺北市松山區南京東路四段181~210號,121.5565688,25.0517846
臺北市信義區光復南路481~510號,121.557508,25.04606
臺北市松山區南京東路四段181~210號,121.5565688,25.0517846
臺北市信義區光復南路421~450號,121.5577004,25.0363296
臺北市信義區虎林街222巷1~30號,121.575927,25.0362269
臺北市信義區莊敬路331~360號,121.563921,25.028086
臺北市信義區永吉路30巷148弄1~30號,121.567457,25.043054
臺北市松山區民生東路四段80巷1弄1~30號,121.553108,25.0576829
臺北市南港區經園街61~90號,121.6169136,25.0620948
臺北市北投區公?路276巷1~30號,121.453269,25.1694558
臺北市士林區承德路四段6巷1~30號,121.52131,25.0791288
臺北市北投區懷德街75巷31~60號,121.5189742,25.113676
臺北市北投區西安街一段293巷1~30號,121.5164831,25.1122692
臺北市北投區承德路七段31~60號,121.510722,25.111556
臺北市北投區行義路154巷1~30號,121.5258133,25.1240896
臺北市士林區至善路二段61~90號,121.545447,25.098263
臺北市大安區師大路31~60號,121.528649,25.025084
臺北市士林區文昌路1~30號,121.520057,25.098471
臺北市大安區辛亥路一段61~90號,121.5296787,25.0203368
臺北市大安區敦化南路一段361~390號,121.5485556,25.0337903
臺北市大安區建國南路一段175巷31~60號,121.538814,25.041049
臺北市北投區三合街一段79巷1~30號,121.5050294,25.1269006
臺北市北投區中央北路四段583巷10弄1~30號,121.465901,25.12478
臺北市士林區吉利街314巷1~30號,121.505963,25.118684
臺北市士林區後街21巷31~60號,121.524643,25.098672
臺北市北投區稻香路135巷1~30號,121.4900864,25.1422492
臺北市士林區通河西街二段121~150號,121.5068773,25.0929118
臺北市北投區石牌路二段315巷10弄1~30號,121.5226202,25.1224319
臺北市北投區中和街361~390號,121.498943,25.141735
臺北市士林區社中街384巷2弄1~30號,121.5031893,25.0926401
臺北市北投區東華街一段1~30號,121.520248,25.10853
臺北市信義區松智路31巷1~30號,121.5658535,25.0384776
臺北市信義區逸仙路26巷1~30號,121.5619047,25.0395657
臺北市信義區景雲街31~60號,121.57562,25.01801
臺北市松山區八德路四段781~810號,121.5783844,25.0511475
臺北市信義區永吉路200巷21弄1~30號,121.572789,25.04467
臺北市信義區忠孝東路四段511~540號,121.5605639,25.0413432
臺北市內湖區大湖街160巷1~30號,121.6002592,25.0841964
臺北市中正區羅斯福路三段210巷1~30號,121.532562,25.016149
臺北市中正區中華路二段451~480號,121.5096109,25.0249373
臺北市文山區保儀路181~210號,121.5658536,24.9833483
臺北市中山區合江街73巷31~60號,121.5400738,25.058826
臺北市中山區雙城街43巷1~30號,121.5246026,25.067565
臺北市中山區林森北路571~600號,121.5254352,25.0660663
臺北市大安區青田街2巷1~30號,121.531809,25.028619
臺北市大安區建國南路二段91~120號,121.538332,25.0304189
臺北市文山區景華街91~120號,121.546087,24.995454
臺北市文山區景興路181~210號,121.5444329,24.9927645
臺北市大安區敦化南路二段81巷45弄31~60號,121.550747,25.030629
臺北市大安區溫州街12巷1~30號,121.533372,25.025739
臺北市內湖區港墘路127巷6弄1~30號,121.5761988,25.0779486
臺北市信義區莊敬路391~420號,121.5656565,25.0274274
臺北市中山區長安東路一段56巷7弄1~30號,121.5298691,25.0469325
臺北市中山區長安東路一段56巷7弄1~30號,121.5298691,25.0469325
臺北市中山區長安東路一段56巷7弄1~30號,121.5298691,25.0469325
臺北市松山區南京東路四段133巷5弄1~30號,121.5495307,25.0519742
臺北市松山區撫遠街390巷1~30號,121.566869,25.061443
臺北市南港區經貿二路157巷36弄61~90號,121.6156424,25.0611832
臺北市松山區興安街211~240號,121.5448029,25.0561049
臺北市中山區復興北路151~180號,121.544471,25.0536429
臺北市中山區伊通街125巷1~30號,121.5347654,25.0480342
臺北市中山區大直街34巷1~30號,121.5459921,25.0817465
臺北市大安區仁愛路四段300巷1~30號,121.5440218,25.0382984
臺北市大安區四維路198巷38弄1~30號,121.5473797,25.0266081
臺北市大安區仁愛路四段391~420號,121.5565627,25.0375086
臺北市大安區忠孝東路四段91~120號,121.547781,25.041778
臺北市大安區和平東路三段91~120號,121.5505855,25.024688
臺北市北投區知行路241~270號,121.467014,25.120562
臺北市北投區立農街二段211~240號,121.5142072,25.1188534
臺北市大安區安和路一段127巷31~60號,121.5542142,25.035269
臺北市萬華區萬大路423巷32弄1~30號,121.5006447,25.0327132
臺北市內湖區文德路66巷14弄1~30號,121.5804615,25.0785252
臺北市內湖區民權東路六段180巷91~120號,121.5881411,25.0693177
臺北市內湖區民權東路六段180巷91~120號,121.5881411,25.0693177
臺北市內湖區民權東路六段180巷91~120號,121.5881411,25.0693177
臺北市內湖區民權東路六段180巷91~120號,121.5881411,25.0693177
臺北市內湖區民權東路六段180巷91~120號,121.5881411,25.0693177
臺北市內湖區民權東路六段180巷91~120號,121.5881411,25.0693177
臺北市內湖區民權東路六段180巷91~120號,121.5881411,25.0693177
臺北市內湖區民權東路六段180巷61~90號,121.5874954,25.0692642
臺北市內湖區民權東路六段180巷61~90號,121.5874954,25.0692642
臺北市內湖區民權東路六段180巷61~90號,121.5874954,25.0692642
臺北市內湖區民權東路六段180巷61~90號,121.5874954,25.0692642
臺北市內湖區民權東路六段180巷61~90號,121.5874954,25.0692642
臺北市內湖區民權東路六段180巷61~90號,121.5874954,25.0692642
臺北市內湖區民權東路六段180巷61~90號,121.5874954,25.0692642
臺北市內湖區民權東路六段180巷61~90號,121.5874954,25.0692642
臺北市內湖區民權東路六段180巷61~90號,121.5874954,25.0692642
臺北市內湖區民權東路六段180巷61~90號,121.5874954,25.0692642
臺北市中正區杭州南路一段14巷1~30號,121.5254352,25.0397211
臺北市中正區杭州南路一段14巷1~30號,121.5254352,25.0397211
臺北市中正區中華路一段1~30號,121.5106925,25.0475499
臺北市中正區中華路一段1~30號,121.5106925,25.0475499
臺北市萬華區西園路二段50巷4弄1~30號,121.4981473,25.0329447
臺北市萬華區環河南路二段250巷31~60號,121.489887,25.034071
臺北市文山區下崙路11巷1~30號,121.56026,24.986362
臺北市中正區牯嶺街61~90號,121.5169707,25.0295585
臺北市文山區興隆路四段29巷2弄1~30號,121.559892,24.990647
臺北市文山區景興路153巷1~30號,121.544995,24.993781
臺北市中正區羅斯福路二段61~90號,121.5224894,25.0268366
臺北市中正區中華路二段75巷1~30號,121.5067247,25.0347396
臺北市文山區育英街57巷1~30號,121.5383302,24.9918629
臺北市信義區祥雲街1~30號,121.574216,25.0193479
臺北市南港區合順街8巷7弄31~60號,121.619865,25.042145
臺北市松山區南京東路五段91~120號,121.5601849,25.0516995
臺北市北投區北投路一段61~90號,121.5003393,25.1282193
臺北市北投區中央北路三段258巷1弄1~30號,121.4853402,25.1390481
臺北市士林區中山北路七段114巷61~90號,121.5311162,25.1207062
臺北市士林區福林路329巷2弄1~30號,121.5326322,25.0965579
臺北市北投區三合街一段79巷31~60號,121.505345,25.1269474
臺北市北投區三合街一段79巷31~60號,121.505345,25.1269474
臺北市大安區新生南路一段103巷1~30號,121.533227,25.044019
臺北市大安區建國南路一段286巷31~60號,121.535933,25.0361423
臺北市大安區和平東路一段248巷1~30號,121.529414,25.0267169
臺北市士林區忠誠路一段151~180號,121.5300736,25.1066166
臺北市士林區福林路251巷1~30號,121.5326322,25.0965579
臺北市士林區福林路251巷1~30號,121.5326322,25.0965579
臺北市士林區福林路251巷1~30號,121.5326322,25.0965579
臺北市北投區公館路209巷1~30號,121.509381,25.127496
臺北市南港區昆陽街121~150號,121.5938789,25.0507408
臺北市信義區吳興街284巷39弄1~30號,121.563793,25.02269
臺北市南港區經貿一路31~60號,121.6178167,25.0611977
臺北市信義區松德路121~150號,121.5756292,25.037723
臺北市松山區南京東路五段59巷27弄1~30號,121.5573674,25.0518185
臺北市松山區八德路三段12巷5弄1~30號,121.5518457,25.0474623
臺北市松山區民生東路三段113巷1~30號,121.5461147,25.0597857
臺北市內湖區內湖路一段387巷1~30號,121.5590572,25.0853212
臺北市內湖區內湖路一段387巷1~30號,121.5590572,25.0853212
臺北市內湖區內湖路一段285巷67弄1~30號,121.5669506,25.0847207
臺北市中正區晉江街112巷2弄1~30號,121.5246705,25.0222107
臺北市文山區辛亥路五段61~90號,121.5535335,24.9984324
臺北市文山區辛亥路四段21巷31~60號,121.5597019,25.0096414
臺北市文山區羅斯福路六段271~300號,121.541405,24.9947989
臺北市文山區興隆路三段112巷2弄1~30號,121.5570396,24.998879
臺北市文山區保儀路61~90號,121.568693,24.9871959
臺北市文山區木柵路三段25巷1~30號,121.565119,24.988707
臺北市文山區興隆路三段207巷12弄1~30號,121.561444,24.9947629
臺北市文山區景興路241~270號,121.543507,24.990783
臺北市大同區承德路二段31~60號,121.5180722,25.0538938
臺北市萬華區國興路1~30號,121.5085158,25.0236573
臺北市大同區承德路三段8巷1~30號,121.518582,25.0633359
臺北市文山區車前路1~30號,121.541157,24.991249
臺北市萬華區萬大路423巷31~60號,121.500115,25.0212753
臺北市萬華區成都路151~180號,121.503109,25.043561
臺北市大同區承德路三段241~270號,121.518774,25.071054
臺北市內湖區星雲街168巷31~60號,121.5970285,25.079958
臺北市中山區建國北路一段33巷31~60號,121.5393044,25.0478401
臺北市內湖區民權東路六段421~450號,121.604072,25.0711048
臺北市內湖區內湖路三段72巷61~90號,121.5910689,25.0883085
臺北市內湖區成功路四段61~90號,121.5925231,25.0819946
臺北市內湖區文湖街21巷61~90號,121.5628887,25.0868247
臺北市中山區樂群二路116巷31~60號,121.5542772,25.078135
臺北市內湖區星雲街33巷1~30號,121.5912862,25.079228
臺北市中山區林森北路271~300號,121.5256069,25.0551668
臺北市中山區吉林路361~390號,121.5303619,25.0648696
臺北市中山區德惠街31~60號,121.5265779,25.0667386
臺北市內湖區東湖路7巷1~30號,121.6126784,25.069316
臺北市內湖區內湖路一段661~690號,121.575526,25.0802328
臺北市中山區撫順街41巷1~30號,121.5194147,25.0636307
臺北市大安區大安路一段84巷1~30號,121.5462231,25.0396433
臺北市文山區萬美街二段61~90號,121.5634967,25.0044921
臺北市大同區環河北路二段151~180號,121.5091282,25.0673556
臺北市萬華區德昌街1~30號,121.5000983,25.0253684
臺北市大安區敦化南路二段81巷31~60號,121.5501083,25.0300712
臺北市中山區民權東路三段60巷3弄1~30號,121.542564,25.061502
臺北市中山區建國北路二段181~210號,121.5372356,25.0616565
臺北市中山區長安東路一段56巷7弄1~30號,121.5298691,25.0469325
臺北市中山區長安東路一段56巷7弄1~30號,121.5298691,25.0469325
臺北市內湖區康寧路一段156巷32弄1~30號,121.5936851,25.077568
臺北市大安區信義路四段241~270號,121.5535568,25.0334328
臺北市大安區瑞安街208巷11弄1~30號,121.5406953,25.0286424
臺北市大安區永康街41巷1~30號,121.529673,25.030493
臺北市大安區忠孝東路四段223巷1~30號,121.5440557,25.0418391
臺北市萬華區臺北市萬華區萬大路423巷31~60號,121.501106,25.023741
臺北市萬華區臺北市萬華區萬大路423巷31~60號,121.501106,25.023741
臺北市中正區莒光路91~120號,121.5049198,25.0311735
臺北市文山區久康街24巷1~30號,121.5655223,24.9891734
臺北市大安區忠孝東路三段151~180號,121.5382689,25.0417641
臺北市士林區天母西路31~60號,121.5277566,25.1185796
臺北市士林區福林路255巷1~30號,121.5326322,25.0965579
臺北市士林區中正路691~720號,121.507358,25.085334
臺北市北投區行義路130巷1~30號,121.5258133,25.1240896
臺北市大同區昌吉街99巷1~30號,121.5178661,25.0659212
臺北市大同區昌吉街99巷1~30號,121.5178661,25.0659212
臺北市大同區昌吉街99巷1~30號,121.5178661,25.0659212
臺北市大同區昌吉街99巷1~30號,121.5178661,25.0659212
臺北市大同區昌吉街99巷1~30號,121.5178661,25.0659212
臺北市萬華區萬大路571~600號,121.495949,25.0175459
臺北市內湖區內湖路二段331~360號,121.591515,25.083277
臺北市內湖區星雲街68巷1~30號,121.5923507,25.0787519
臺北市中正區杭州南路一段71巷1~30號,121.5261387,25.0397176
臺北市中山區新生北路二段68巷1~30號,121.527974,25.061014
臺北市內湖區康寧路三段56巷151~180號,121.611623,25.0705729
臺北市萬華區西藏路121~150號,121.502601,25.029536
臺北市萬華區寶興街65巷1~30號,121.494341,25.026734
臺北市中正區中華路一段95巷1~30號,121.5106925,25.0475499
臺北市萬華區環河南路二段151~180號,121.4930436,25.0336123
臺北市文山區木新路三段45巷7弄1~30號,121.5644006,24.9821797
臺北市文山區木柵路三段25巷1~30號,121.565119,24.988707
臺北市文山區景華街128巷31~60號,121.5480433,24.9950189
臺北市文山區福興路106巷1~30號,121.5517411,25.0021429
臺北市文山區木柵路二段31~60號,121.559671,24.988851
臺北市文山區萬壽路61~90號,121.5792964,24.9892112
臺北市內湖區金湖路331~360號,121.60359,25.07352
臺北市中山區新生北路二段68巷1~30號,121.527974,25.061014
臺北市中山區新生北路二段68巷1~30號,121.527974,25.061014
臺北市中山區植福路286巷31~60號,121.5594339,25.0815795
臺北市中山區北安路821巷2弄1~30號,121.5562817,25.0852895
臺北市信義區光復南路421巷1~30號,121.5579595,25.0362393
臺北市松山區三民路121~150號,121.5633312,25.061144
臺北市信義區吳興街600巷100弄1~30號,121.572835,25.017653
臺北市信義區紫雲街61~90號,121.575921,25.015949
臺北市信義區永吉路181~210號,121.571964,25.045853
臺北市士林區中山北路六段405巷31~60號,121.5248822,25.1034301
臺北市士林區士林區華齡街1~30號,121.5194066,25.082958
臺北市北投區致遠一路二段86巷1~30號,121.5133492,25.1128916
臺北市北投區天母西路120巷1~30號,121.5228358,25.1187308
臺北市北投區行義路23巷1~30號,121.5258133,25.1240896
臺北市北投區文林北路271~300號,121.5122836,25.1095183
臺北市北投區行義路186巷31~60號,121.5296724,25.1330693
臺北市士林區中山北路七段219巷1~30號,121.533632,25.128841
臺北市士林區中山北路六段290巷7弄31~60號,121.5274408,25.1098714
臺北市北投區承德路七段151~180號,121.5082477,25.1132448
臺北市北投區承德路七段151~180號,121.5082477,25.1132448
臺北市大安區新生南路一段97巷1~30號,121.5340794,25.0412648
臺北市大安區瑞安街135巷1~30號,121.5409867,25.026976
