Name,Usage,Lat,Lon
台北市成功路三段,0.4,25.0784747,121.5897126
台北市成功路五段,0.42,25.0789255,121.6070972
台北市成功路四段,0.7,25.0840481,121.5952207
台北市成都路A,0.62,25.04313,121.5044273
台北市成都路B,0.09,25.04313,121.5044273
台北市成福路,0.43,25.0408418,121.5884439
台北市成福路178巷,1,25.0416107,121.5867479
台北市成福路211巷,0.21,25.0408418,121.5884439
台北市成福路269巷,0.25,25.0374493,121.5918391
台北市朱崙街,0.9,25.049997,121.5404454
台北市江南街65巷,0.82,25.0770602,121.5784657
台北市江南街71巷65弄,1,25.0760925,121.5787734
台北市至誠公園,0,25.1013225,121.5363991
台北市至誠路一段,0,25.101727,121.5325304
台北市至誠路二段,0,25.1016704,121.5285808
台北市行忠路,0.65,25.0665373,121.5802662
台北市行忠路28巷,1,25.0648653,121.5777356
台北市行忠路66巷,1,25.0658583,121.5805245
台北市行忠路72巷,0.71,25.0665453,121.5815976
台北市行善路,1,25.0595436,121.5811232
台北市行善路111巷,0.92,25.0577398,121.5799587
台北市行善路168巷,1,25.0588128,121.5785587
台北市行善路417巷,0.83,25.0646047,121.586886
台北市行善路48巷,0.9,25.0574702,121.5751999
台北市行善路59巷20弄,0.92,25.0577047,121.5792278
台北市行善路59巷40弄,0.92,25.0572028,121.579549
台北市行愛路,0.86,25.06377,121.5803775
台北市行愛路141巷,1,25.0647907,121.5812885
台北市行愛路77巷,0.88,25.0632847,121.5823857
台北市行愛路78巷,1,25.0621923,121.5805702
台北市西昌街,0.59,25.0397495,121.5006618
台北市西園路2段261巷20弄,0,25.0247702,121.4928638
台北市西園路2段320巷55弄,0.5,25.02788,121.4915233
台北市西園路2段320巷73弄,1,25.0278263,121.491052
台北市西園路2段372巷,0.57,25.0263051,121.4904868
台北市西園路一段,0.74,25.0367527,121.4993738
台北市西園路二段,0.95,25.02803,121.4949842
台北市西寧北路(大車),0.95,25.0568088,121.5088075
台北市西寧北路Y00,0.73,25.0527032,121.5086044
台北市西寧南路A,1,25.0432344,121.5060751
台北市西寧南路B,0.9,25.0432344,121.5060751
台北市西藏路125巷,0.84,25.0273195,121.5029114
台北市西藏路199巷,0.78,25.0278208,121.4998255
台北市西藏路A,-99,25.0293385,121.4980675
台北市西藏路B,0.89,25.0293385,121.4980675
台北市西藏路C,0.86,25.0293385,121.4980675
台北市克強路,0.68,25.1089066,121.5238334
台北市吳興街,0.38,25.026337,121.5646759
台北市吳興街220巷,0.65,25.0264274,121.5615266
台北市吳興街284巷30弄,0.75,25.0228667,121.5626862
台北市吳興街394巷,0.83,25.0244748,121.56629
台北市吳興街600巷83弄,0.14,25.0185995,121.5712728
台北市吳興街B,0.75,25.026337,121.5646759
台北市秀明路1段,0.43,24.9908224,121.5668956
台北市秀明路2段,0,24.9904866,121.5768372
台北市育英街,0,24.9912256,121.5385736
台北市辛亥路1段34巷,1,25.019771,121.5300882
台北市辛亥路1段77巷,1,25.0206895,121.5307601
台北市辛亥路7段,0.06,24.9837411,121.5541616
台北市辛亥路一段,0.78,25.0206895,121.5307601
台北市辛亥路二段A,0.32,25.0229081,121.537914
台北市辛亥路二段B,0.82,25.0229081,121.537914
台北市辛亥路三段157巷,0.62,25.01797,121.5498878
台北市辛亥橋下,0,25.0224124,121.5336718
台北市和平西路一段,1,25.0266197,121.5184934
台北市和平西路二段,0.82,25.0304487,121.5094397
台北市和平西路二段104巷,0.25,25.0307499,121.5079987
台北市和平西路三段,0.82,25.0352602,121.4973745
台北市和平東路1段104巷,0,25.0263762,121.5249232
台北市和平東路1段141巷,0.95,25.0273623,121.5304688
台北市和平東路2段107巷,1,25.0262869,121.5404386
台北市和平東路2段175巷,0.45,25.02632,121.5417734
台北市和平東路2段18巷B,0.91,25.0242498,121.5359124
台北市和平東路2段311巷43弄,1,25.0256077,121.5461146
台北市和平東路3段308巷,0.67,25.0195575,121.5555032
台北市和平東路3段308巷15弄,1,25.0193566,121.5562094
台北市和平東路3段308巷31弄,0.82,25.0195295,121.5558925
台北市和平東路3段341巷,0,25.021265,121.5575258
台北市和平東路3段391巷,0.64,25.0203397,121.5585357
台北市和平東路3段391巷20弄,0.75,25.0210234,121.5589051
台北市和平東路3段406巷,0,25.0184251,121.5578475
台北市和平東路3段435巷7弄,1,25.0190818,121.5590325
台北市和平東路3段463巷,0.65,25.0187819,121.5593232
台北市和平東路一段,0.43,25.0266246,121.5286394
台北市和平東路二段76巷,0.93,25.0238586,121.5393786
台北市和平東路二段90巷,1,25.024742,121.539673
台北市和平東路二段96巷,0.81,25.0231467,121.5410197
台北市和平東路三段228巷,1,25.0211718,121.5538501
台北市和平東路三段A,1,25.0184845,121.5583506
台北市延平北路3段18巷,0.67,25.0639416,121.5100034
台北市延平北路3段99巷3弄,0,25.0675737,121.5118813
台北市延平北路4至5段1巷,0.07,25.086047,121.509669
台北市延平北路4段111巷,1,25.0713618,121.5112222
台北市延平北路4段294巷,0.37,25.0773605,121.5107471
台北市延平北路6段,0.89,25.0901391,121.5020092
台北市延平北路6段258巷,0.71,25.0907902,121.503567
台北市延平北路四段,0.63,25.0728348,121.5112136
台北市延平南路121巷,1,25.0396426,121.5095294
台北市延平南路230巷,0.67,25.0340887,121.5069406
台北市延平南路A,0.92,25.0396925,121.5088915
台北市延平南路B,0.97,25.0396925,121.5088915
台北市延吉街,0.93,25.0405056,121.5547197
台北市延吉街242巷,0.83,25.0357803,121.5554542
台北市延壽街18巷,0.67,25.0559587,121.5688304
台北市延壽街314巷,0.3,25.0563642,121.5619608
台北市延壽街330巷,1,25.0552908,121.5603638
台北市延壽街330巷16弄,0.75,25.0553044,121.5596894
台北市延壽街330巷20弄,1,25.0544877,121.559765
台北市延壽街330巷7弄,1,25.0553715,121.5614572
台北市延壽街330巷8弄,0.7,25.0558167,121.5597242
台北市延壽街356巷4弄,0.27,25.0557146,121.5586183
台北市延壽街402巷3弄,0.22,25.0556183,121.557773
台北市延壽街72巷,0.71,25.0555365,121.5655039
台北市延壽街A,0.68,25.0568103,121.5627378
台北市延壽街B,0.57,25.0568103,121.5627378
台北市忠孝東路1段70巷,0,25.044441,121.523778
台北市忠孝東路1段84巷,1,25.0439588,121.5240905
台北市忠孝東路3段193巷,0.88,25.0427289,121.5385293
台北市忠孝東路3段217巷3弄,0.72,25.042845,121.5391135
台北市忠孝東路3段217巷5弄,0.54,25.0433504,121.5390632
台北市忠孝東路3段248巷,0,25.0398437,121.5412936
台北市忠孝東路3段248巷7弄,0,25.0410873,121.5419703
台北市忠孝東路3段276巷,0,25.0410786,121.5424519
台北市忠孝東路4段181巷40弄,1,25.0439865,121.5502356
台北市忠孝東路4段216巷11弄,1,25.0407744,121.5535229
台北市忠孝東路4段216巷27弄,1,25.0398385,121.5536851
台北市忠孝東路4段216巷33弄,1,25.0393945,121.5535109
台北市忠孝東路4段248巷,0.5,25.0405302,121.5540895
台北市忠孝東路4段26巷,0.75,25.0397234,121.5444189
台北市忠孝東路5段236巷3弄,0.91,25.0403773,121.5729301
台北市忠孝東路5段423巷5弄,0,25.0417884,121.5747615
台北市忠孝東路5段743巷21弄,0.5,25.0438342,121.5804352
台北市忠孝東路5段743巷31弄,1,25.0442342,121.5805779
台北市忠孝東路6段,0.9,25.0491203,121.5886466
台北市忠孝東路6段212巷3弄,1,25.0480671,121.5878192
台北市忠孝東路6段212巷4弄,1,25.0479398,121.5872845
台北市忠孝東路6段278巷,1,25.0487119,121.5893939
台北市忠孝東路二段134巷,0.88,25.0413474,121.5315132
台北市忠孝東路三段251巷,0.82,25.0428161,121.5416531
台北市忠孝東路五段,1,25.0409736,121.5735432
台北市忠孝東路五段236巷27弄,0.92,25.0384954,121.5728763
台北市忠孝東路五段236巷45弄,1,25.037578,121.5727481
台北市忠孝東路五段236巷57弄,0.83,25.0370649,121.5727495
台北市忠孝東路五段372巷28弄,0.83,25.0389459,121.572904
台北市忠孝東路四段49巷,0.75,25.042632,121.5452849
台北市忠順街2段,0,24.9849311,121.5645011
台北市忠義街,0.89,25.1062252,121.5319667
台北市忠義街71巷,0.94,25.1057574,121.5326595
台北市忠義街71巷13弄,0,25.1059645,121.5326256
台北市忠義街78巷,0.75,25.1064726,121.5313269
台北市忠義街91巷,0,25.1062275,121.5328767
台北市忠誠路1段100巷,1,25.1055035,121.5281867
台北市忠誠路1段171巷10弄,0.8,25.1066256,121.5305153
台北市忠誠路1段173巷,1,25.1082067,121.5316888
台北市忠誠路一段,0.84,25.1053887,121.5285987
台北市忠誠路二段,0.65,25.1140402,121.5323359
台北市承德路3段122巷,0,25.0672912,121.5179864
台北市承德路3段28巷,0,25.0643267,121.5179702
台北市承德路4段1巷,0.5,25.0783932,121.5217282
台北市承德路4段2巷,0.38,25.0794839,121.5197847
台北市承德路二段91巷,1,25.0562056,121.5189544
台北市承德路二段A,0.92,25.0580802,121.5182709
台北市承德路二段B,0.67,25.0580802,121.5182709
台北市承德路三段,0.32,25.0707623,121.518518
台北市承德路三段190巷,0,25.0697306,121.5180544
台北市承德路三段198巷,0.5,25.0701467,121.5181587
台北市承德路三段208巷,0.7,25.0704902,121.517492
台北市承德路三段283巷,0.44,25.0726887,121.5198154
台北市承德路三段285巷,0.62,25.0707623,121.518518
台北市承德路四段179巷含機車,1,25.089416,121.51908
台北市承德路四段195巷含機車,1,25.088363,121.522736
台北市承德路四段58巷,0.48,25.0819016,121.5215803
台北市承德路四段77巷,1,25.082045,121.5237947
台北市承德路四段A,0.71,25.0852328,121.5233011
台北市承德路四段B含機車,0.62,25.089416,121.51908
台北市昆明街A,0.86,25.0421876,121.5046589
台北市昆明街C,0.95,25.0421876,121.5046589
台北市昆陽街,0.59,25.0510275,121.5937829
台北市昆陽街140巷42弄,0.42,25.0492366,121.5926017
台北市昆陽街152巷,0.64,25.0491832,121.5934791
台北市昆陽街157巷,0.8,25.0501576,121.5949544
台北市昌吉街,0.43,25.0659355,121.5136785
台北市明水路,0.38,25.0774522,121.5464385
台北市明水路397巷18弄,0.5,25.078666,121.5470402
台北市明水路397巷19弄,0.94,25.0786529,121.5487977
台北市明水路397巷2弄,0.23,25.0780765,121.546884
台北市明水路475巷,0.67,25.0780896,121.5511552
台北市明水路494巷,0.14,25.0785347,121.5527979
台北市明水路557巷,0.75,25.0792621,121.5511924
台北市明水路581巷,0.77,25.0799969,121.5511523
台北市明水路606巷,1,25.0819404,121.5519589
台北市明水路672巷,0.88,25.0835807,121.5517067
台北市明德路,0.75,25.1112709,121.5211552
台北市明德路337巷,0.92,25.1168754,121.5195452
台北市明德路A,0.81,25.1112709,121.5211552
台北市明德路B,0.78,25.1112709,121.5211552
台北市杭州北路,0.19,25.045516,121.5272945
台北市杭州南路1段71巷,0.7,25.0393808,121.5271027
台北市杭州南路2段59巷,0.68,25.0314207,121.5233205
台北市杭州南路一段,0.69,25.0396434,121.5255956
台北市杭州南路二段,0.41,25.0316824,121.5224217
台北市杭州南路二段25巷,0.8,25.0334309,121.5243625
台北市東山路,0.14,25.1146024,121.5391722
台北市東明街,0.3,25.0549223,121.6026449
台北市東明街123巷,1,25.0551799,121.6005023
台北市東湖路113巷,0.74,25.0711444,121.6157933
台北市東湖路113巷49弄,0.8,25.0703937,121.61532
台北市東湖路113巷95弄,0.23,25.0739211,121.6155242
台北市東湖路33巷,0.67,25.0688027,121.6135691
台北市東湖路43巷,0.7,25.0687722,121.6140124
台北市東園街14巷,1,25.0316342,121.4982918
台北市東園街35巷,0.75,25.02718,121.497173
台北市東園街67巷,0.5,25.0266791,121.4972442
台北市東園街73巷,0.8,25.0266721,121.4988704
台北市東新街,0.32,25.0468401,121.5877415
台北市東新街170巷,0.24,25.0431601,121.5927934
台北市東新街63巷,0.71,25.0478277,121.586749
台北市東新街77巷,0.75,25.0475794,121.5895023
台北市東新街77巷4弄,0.67,25.0469688,121.5884286
台北市東新街B,0.94,25.0469688,121.5884286
台北市東興路,0,25.0483604,121.5657666
台北市松山路287巷,0.93,25.0428958,121.579092
台北市松山路287巷3弄,1,25.0435642,121.57839
台北市松仁路,0.57,25.0311805,121.568309
台北市松仁路153巷,1,25.02941,121.5691409
台北市松仁路253巷4弄,1,25.0252927,121.569674
台北市松仁路275巷,1,25.0250579,121.5700256
台北市松仁路A,0.76,25.0311805,121.568309
台北市松平路50巷,0.82,25.0300553,121.5642512
台北市松江路188巷,0,25.0567859,121.5325441
台北市松江路25巷,1,25.0473719,121.5340016
台北市松江路357巷,0.67,25.0634253,121.5342005
台北市松江路469巷,0,25.0660855,121.534579
台北市松江路84巷,0.8,25.0501974,121.5324901
台北市松江路85巷,1,25.0501827,121.5336219
台北市松江路90巷,1,25.050521,121.5314671
台北市松江路90巷6弄,1,25.0497845,121.5320431
台北市松江路A,0.73,25.0593595,121.5330003
台北市松江路B,0,25.0593595,121.5330003
台北市松河街,0.52,25.0568597,121.5908554
台北市松信路,0.81,25.0452502,121.5720874
台北市松勇路,0.71,25.0365659,121.5697473
台北市松勇路53巷,0.75,25.034182,121.5718529
台北市松智路32巷,0.71,25.0300396,121.5647485
台北市松智路32巷8弄,0.92,25.0297118,121.5647399
台北市松隆路A,0.66,25.0469789,121.5724459
台北市松隆路B,1,25.0469789,121.5724459
台北市松勤街140巷,0.67,25.0313558,121.5691025
台北市松德路,1,25.0343749,121.5746235
台北市松德路168巷,1,25.0365273,121.5732428
台北市松德路180巷,1,25.0356485,121.5735352
台北市林口街,1,25.0399835,121.5803122
台北市林口街80巷,0.84,25.0397911,121.5809687
台北市林口街A,1,25.0399835,121.5803122
台北市林口街B,1,25.0399835,121.5803122
台北市林森北路310巷,0.5,25.0562712,121.5245933
台北市林森北路5巷,1,25.045268,121.5238936
台北市林森北路9巷,0.67,25.0456008,121.5245883
台北市林森北路A,1,25.0566487,121.5254942
台北市林森北路B,1,25.0566487,121.5254942
台北市林森北路C,1,25.0566487,121.5254942
台北市林森南路,1,25.0384633,121.5214438
台北市林森南路61巷,0.07,25.0396509,121.5227414
台北市武昌街一段A,0.57,25.04411,121.5115142
台北市社子公園,0.46,25.0911936,121.506184
台北市社子街,0.25,25.087424,121.5067949
台北市社中街,0.55,25.0917608,121.5069005
台北市臥龍街,0.27,25.0186658,121.5540475
台北市臥龍街,0,25.0186658,121.5540475
台北市臥龍街272巷,0,25.0170005,121.5578746
台北市臥龍街31巷,1,25.0232757,121.5472522
台北市芝玉路1段197巷,0,25.1069801,121.5328737
台北市芝玉路1段197巷25弄,0.11,25.1065079,121.5337286
台北市芝玉路1段223巷,0.6,25.1087968,121.5332544
台北市芳蘭路A,0.64,25.0132311,121.5459037
台北市虎林街242巷,0.75,25.035666,121.576496
台北市虎林街50巷,0.75,25.0469239,121.575529
台北市金山南路2段31巷,0.88,25.0328437,121.5280694
台北市金山南路一段,0.9,25.0386494,121.5285219
台北市金山南路二段,0.75,25.0301643,121.5266395
台北市金山南路二段141巷,1,25.0294624,121.5276874
台北市金山南路二段30巷,0.96,25.033151,121.5260772
台北市金湖路,0.25,25.078459,121.5999571
台北市金湖路65巷,0.38,25.0813803,121.5961945
台北市金華街,0,25.0302491,121.5260697
台北市金華街164巷,0.91,25.0290606,121.5305879
台北市金華街183巷,0.89,25.0307938,121.5273011
台北市金華街193巷,0.95,25.0302491,121.5260697
台北市金華街199巷,0.92,25.0310512,121.5282319
台北市金華街199巷3弄,1,25.030623,121.5283985
台北市金華街243巷,0.67,25.0305888,121.5303366
台北市金華街A,0.85,25.0302491,121.5260697
台北市金華街B,0.44,25.0302491,121.5260697
台北市金龍路,0.79,25.085704,121.5905055
台北市金龍路217巷,1,25.0885542,121.5873441
台北市長安西路A,1,25.0514809,121.5144918
台北市長安西路B,0.91,25.0514809,121.5144918
台北市長安東路2段153巷,1,25.0492164,121.539093
台北市長安東路一段,0.8,25.0489386,121.5255248
台北市長安東路一段52巷,0.88,25.0476751,121.5279342
台北市長安東路二段A,0.92,25.0483719,121.5377656
台北市長安東路二段B,0.67,25.0483719,121.5377656
台北市長安東路二段C,1,25.0483719,121.5377656
台北市長沙街一段,0.92,25.0402389,121.5097286
台北市長沙街二段,0.79,25.0404026,121.503613
台北市長春路137巷,1,25.0564348,121.531607
台北市長春路163巷,0.88,25.0554075,121.5336448
台北市長春路258巷,1,25.0539173,121.5390534
台北市長春路A,0.94,25.0547633,121.5362581
台北市長春路B,0.9,25.0547633,121.5362581
台北市長春路C,1,25.0547633,121.5362581
台北市長春路D,0.91,25.0547633,121.5362581
台北市長春路E,1,25.0547633,121.5362581
台北市長春路F,0.96,25.0547633,121.5362581
台北市長春路G,0.88,25.0547633,121.5362581
台北市長順街,0.17,25.0313487,121.4907441
台北市長順街46巷,0.67,25.0313755,121.4891787
台北市長順街60巷,0.44,25.0316366,121.4886832
台北市長興街,0.33,25.0164895,121.5453188
台北市雨農路,0.49,25.0993491,121.5324923
台北市雨農路21巷,1,25.0977791,121.5312799
台北市雨聲街,0.59,25.10458,121.5314259
台北市青田街2巷,1,25.0284602,121.5310391
台北市青年路,0.85,25.0219055,121.5021848
台北市青年路152巷,0.5,25.0204674,121.5015958
台北市青年路168巷49弄,0.67,25.0195658,121.5021327
台北市青年路68巷,1,25.0235527,121.5021304
台北市青島東路,0.9,25.04362,121.5230004
台北市保安街,0.69,25.059196,121.5131528
台北市信安街,0.96,25.0253836,121.5565519
台北市信安街103巷,0.87,25.0235932,121.5589681
台北市信義路2段198巷,0.94,25.031792,121.5308798
台北市信義路2段243巷,0.83,25.0342173,121.5311577
台北市信義路3段111巷,0.75,25.0347916,121.5395079
台北市信義路3段134巷,0.89,25.0311402,121.5394217
台北市信義路3段147巷,0.96,25.0356124,121.5419515
台北市信義路3段147巷15弄,1,25.0350931,121.5430054
台北市信義路3段99巷,1,25.0343861,121.5386417
台北市信義路4段265巷5弄,0.83,25.0338034,121.5548476
台北市信義路6段15巷,1,25.0356238,121.5751663
台北市信義路二段,0.69,25.0339771,121.5284899
台北市信義路二段44巷,0.75,25.033948,121.525633
台北市信義路五段150巷,0.91,25.0238885,121.5718288
台北市信義路五段150巷401弄,0.7,25.0241722,121.5702854
台北市信義路四段186巷,1,25.0323182,121.5515866
台北市信義路四段199巷,0.9,25.0343727,121.5516387
台北市信義路四段265巷,1,25.0344848,121.5548166
台北市前港街,0.78,25.0848803,121.52051
台北市南京西路302巷,0.6,25.053601,121.513571
台北市南京西路344巷,0.67,25.0530711,121.5121474
台北市南京西路A,1,25.0539992,121.5132931
台北市南京西路B,1,25.0539992,121.5132931
台北市南京東路3段303巷7弄,1,25.0528847,121.5461363
台北市南京東路3段89巷5弄,0.67,25.052851,121.5392531
台北市南京東路5段123巷4弄,1,25.0525262,121.5614096
台北市南京東路6段368巷,0.58,25.0593112,121.5865302
台北市南京東路三段338巷,0.96,25.0509485,121.5475272
台北市南京東路五段66巷,1,25.0506009,121.5607925
台北市南京東路五段66巷22弄,0.81,25.0490109,121.5599701
台北市南昌路2段(B),1,25.026135,121.5219111
台北市南昌路一段,1,25.0315622,121.5169543
台北市南昌路二段,0.79,25.026135,121.5219111
台北市南海路A,0.95,25.0312892,121.5120489
台北市南海路B,0.5,25.0312892,121.5120489
台北市南港路3段,0.55,25.0530088,121.5876134
台北市南港路3段109巷,0.07,25.0523882,121.5878633
台北市南港路3段149巷,0.38,25.051649,121.5857932
台北市南港路一段,0.76,25.0550966,121.6140127
台北市南港路一段277巷,1,25.0541509,121.6087199
台北市南港路一段287巷2弄,0.77,25.0540686,121.6082308
台北市南寧路,0.86,25.0363837,121.504737
台北市哈密街,0.33,25.0733339,121.5167505
台北市哈密街,1,25.0733339,121.5167505
台北市哈密街59巷56弄,0,25.075364,121.5148448
台北市建國北路1段124巷,1,25.0506123,121.5358157
台北市建國北路1段138巷,0.8,25.0509827,121.5355826
台北市建國北路1段23巷,1,25.047326,121.5387575
台北市建國北路1段33巷,0.93,25.0477953,121.5385165
台北市建國北路1段78巷,1,25.0493226,121.535374
台北市建國北路1段92巷,1,25.0501571,121.535845
台北市建國北路3段93巷5弄,0.75,25.0663739,121.5366672
台北市建國北路一段,1,25.0489965,121.5365074
台北市建國北路二段,0.95,25.0572323,121.5371373
台北市建國北路二段A,1,25.0572323,121.5371373
台北市建國北路三段,0.81,25.0675599,121.5342641
台北市建國北路三段113巷,0.92,25.0672927,121.5362845
台北市建國南路1段279巷,0.81,25.0361313,121.5389409
台北市建國南路1段304巷,0.67,25.0356997,121.536051
台北市建國南路2段79巷,0.83,25.0308353,121.5387862
台北市建國南路一段B,0.5,25.0396259,121.5381383
台北市建國南路二段151巷,0.89,25.0287344,121.5390079
台北市後港街134巷,0.95,25.0867067,121.5203834
台北市思源街,0.64,25.0134855,121.5302734
台北市恆光街,0,24.981667,121.5673717
台北市指南路2段,0,24.9874844,121.5766531
台北市星雲街,0.62,25.0794429,121.5937232
台北市星雲街123巷,0.4,25.0806183,121.5953117
台北市星雲街138巷,0.5,25.0793185,121.5956648
台北市柳州街,0.67,25.0379917,121.5052124
台北市泉州街5巷,0.9,25.0306998,121.5142484
台北市泉州街6巷,0.95,25.0290442,121.5141858
台北市泉州街9巷,0.33,25.0304994,121.5143888
台北市泉州街B,0.83,25.0280872,121.514605
台北市洛陽街,0.71,25.0474065,121.5081155
台北市洲子街A,1,25.079972,121.571275
台北市牯嶺街84巷,0.96,25.0261024,121.5186686
台北市牯嶺街95巷,0.92,25.0255947,121.5204916
台北市牯嶺街9巷,1,25.0314278,121.5157764
台北市牯嶺街A,1,25.027446,121.5183256
台北市研究院路1段101巷,0.15,25.0526653,121.6183487
台北市研究院路1段151巷,0.39,25.0498566,121.6161761
台北市研究院路3段2巷,0.26,25.0361854,121.616528
台北市研究院路3段86巷,0,25.034667,121.6131215
台北市迪化街2段,0.67,25.0703598,121.5117201
台北市迪化街2段149巷,0.5,25.0672123,121.5106258
台北市迪化街2段172巷,0.67,25.0671651,121.5097194
台北市迪化街2段268巷,0,25.0706182,121.5112187
台北市迪化街2段296巷,0.5,25.0713468,121.5117113
台北市迪化街一段A,0.48,25.0584964,121.5095988
台北市迪化街一段B,0.86,25.0584964,121.5095988
台北市重陽路,0.66,25.0578843,121.6053375
台北市重陽路125巷,0.29,25.0573513,121.5977787
台北市重陽路187巷,0.19,25.0575383,121.598556
台北市重陽路57巷,0.07,25.0572966,121.5960336
台北市重慶北路3段223巷,1,25.070517,121.5149472
台北市重慶北路3段236巷45弄,0.67,25.0713315,121.5122984
台北市重慶北路4段,0.8,25.0817816,121.5129575
台北市重慶北路一段,1,25.0513443,121.5139066
台北市重慶北路三段,0.58,25.0712695,121.5138885
台北市重慶北路三段,0.47,25.0712695,121.5138885
台北市重慶南路2段70巷,0.56,25.030933,121.514311
台北市重慶南路2段86巷2弄,0.67,25.0303976,121.5146731
台北市重慶南路一段126巷,1,25.037152,121.5118121
台北市重慶南路一段136巷,1,25.0363076,121.5117322
台北市重慶南路二段8巷,0.25,25.0334249,121.5121207
台北市峨嵋街A,1,25.0443534,121.5054091
台北市峨嵋街B,1,25.0448849,121.5046581
台北市師大路,1,25.0210188,121.5253311
台北市師大路A,0.55,25.0210188,121.5253311
台北市庫倫街,1,25.0718874,121.5185553
台北市徐州路,0.58,25.0409967,121.5222218
台北市振華街,1,25.1155709,121.5196953
台北市振興街,1,25.1178238,121.5222294
台北市桂林路,0.59,25.0384064,121.500931
台北市桃源街,1,25.0401626,121.5103009
台北市泰安街,1,25.0400545,121.5280365
台北市泰安街3巷,0.5,25.0399607,121.5284333
台北市泰安街6巷,1,25.0401639,121.5275829
台北市泰順街39巷,1,25.0228857,121.5318553
